dataset_id,case_id,is_id,size_class,severity,method,n_feasible_raw,n_feasible_deduped,nd_size,p_star_size,contrib_inclusive,contrib_unique,runtime_median_seconds,ttff_median_seconds,feasibility_rate,n_runs,n_success,I,T,S,seed_instance,seed_scenario
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V3,81,80,59,91,0.01098901098901099,0.0,64.26600000000326,0.030999999988125637,1.0,3,3,,,,3756557750,1101855369
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-leicht,medium,leicht,V4,1693,1689,164,91,0.9120879120879121,0.9010989010989011,90.0,0.01600000000325963,1.0,3,3,,,,3756557750,1101855369
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V1,23,13,8,166,0.030120481927710843,0.024096385542168676,24.405999999988126,0.9379999999946449,1.0,3,3,,,,3756557750,495487307
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V2,12,8,5,166,0.018072289156626505,0.012048192771084338,5.609000000025844,0.8900000000139698,1.0,3,3,,,,3756557750,495487307
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V3,84,83,55,166,0.006024096385542169,0.0,75.125,0.030999999988125637,1.0,3,3,,,,3756557750,495487307
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-mittel,medium,mittel,V4,1718,1709,163,166,0.9578313253012049,0.9518072289156626,90.0,0.030999999988125637,1.0,3,3,,,,3756557750,495487307
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V1,22,19,8,243,0.02880658436213992,0.0205761316872428,27.51500000001397,1.2340000000258442,1.0,3,3,,,,3756557750,2789347830
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V2,12,8,3,243,0.00823045267489712,0.0,5.89100000000326,0.9530000000086147,1.0,3,3,,,,3756557750,2789347830
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V3,86,86,46,243,0.0411522633744856,0.0411522633744856,58.405999999988126,0.03200000000651926,1.0,3,3,,,,3756557750,2789347830
praxisnah_v1,sc-medium__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-medium__av-tight__dp-weekend_high__sev-schwer,medium,schwer,V4,1767,1756,227,243,0.9300411522633745,0.9300411522633745,90.0,0.01600000000325963,1.0,3,3,,,,3756557750,2789347830
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V1,27,10,7,117,0.05982905982905983,0.05128205128205128,11.937999999994645,0.14100000000325963,1.0,3,3,,,,147715365,3997253079
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V2,12,3,2,117,0.008547008547008548,0.0,1.0160000000032596,0.15700000000651926,1.0,3,3,,,,147715365,3997253079
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V3,80,77,49,117,0.008547008547008548,0.0,16.546999999991385,0.0159999999741558,1.0,3,3,,,,147715365,3997253079
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-leicht,small,leicht,V4,3504,3445,127,117,0.9487179487179487,0.9401709401709402,90.0,0.0,1.0,3,3,,,,147715365,3997253079
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V1,27,14,9,159,0.0440251572327044,0.03773584905660377,11.85899999999674,0.15599999998812564,1.0,3,3,,,,147715365,188796000
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V2,12,8,7,159,0.012578616352201259,0.006289308176100629,0.9690000000118744,0.15600000001722947,1.0,3,3,,,,147715365,188796000
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V3,80,78,41,159,0.006289308176100629,0.0,15.65600000001723,0.0,1.0,3,3,,,,147715365,188796000
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-mittel,small,mittel,V4,3538,3484,172,159,0.949685534591195,0.9433962264150944,90.0,0.0,1.0,3,3,,,,147715365,188796000
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V1,27,18,7,197,0.025380710659898477,0.02030456852791878,12.26600000000326,0.17199999999138527,1.0,3,3,,,,147715365,3237927690
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V2,12,9,5,197,0.02030456852791878,0.015228426395939087,1.0150000000139698,0.1870000000053551,1.0,3,3,,,,147715365,3237927690
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V3,80,78,49,197,0.005076142131979695,0.0,14.60899999999674,0.01600000000325963,1.0,3,3,,,,147715365,3237927690
praxisnah_v1,sc-small__av-loose__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekday_high__sev-schwer,small,schwer,V4,3918,3863,189,197,0.9593908629441624,0.9543147208121827,90.0,0.0,1.0,3,3,,,,147715365,3237927690
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V1,27,9,4,163,0.018404907975460124,0.018404907975460124,4.5939999999827705,0.1720000000204891,1.0,3,3,,,,2352928566,3312817795
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V2,12,6,3,163,0.006134969325153374,0.006134969325153374,0.985000000015134,0.15600000001722947,1.0,3,3,,,,2352928566,3312817795
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V3,81,79,56,163,0.03067484662576687,0.024539877300613498,15.75,0.0,1.0,3,3,,,,2352928566,3312817795
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-leicht,small,leicht,V4,4051,3998,235,163,0.950920245398773,0.9447852760736196,90.0,0.0,1.0,3,3,,,,2352928566,3312817795
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V1,27,14,8,253,0.019762845849802372,0.019762845849802372,1.7969999999913853,0.15599999998812564,1.0,3,3,,,,2352928566,2928888603
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V2,12,8,5,253,0.007905138339920948,0.007905138339920948,1.0780000000086147,0.15599999998812564,1.0,3,3,,,,2352928566,2928888603
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V3,81,79,51,253,0.003952569169960474,0.0,14.937999999994645,0.01600000000325963,1.0,3,3,,,,2352928566,2928888603
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-mittel,small,mittel,V4,3686,3613,274,253,0.9723320158102767,0.9683794466403162,90.0,0.0,1.0,3,3,,,,2352928566,2928888603
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V1,27,18,7,233,0.012875536480686695,0.012875536480686695,2.4839999999967404,0.15600000001722947,1.0,3,3,,,,2352928566,3460739147
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V2,12,9,5,233,0.004291845493562232,0.004291845493562232,1.2809999999881256,0.17199999999138527,1.0,3,3,,,,2352928566,3460739147
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V3,83,82,55,233,0.02145922746781116,0.02145922746781116,13.655999999988126,0.014999999984866008,1.0,3,3,,,,2352928566,3460739147
praxisnah_v1,sc-small__av-loose__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-loose__dp-weekend_high__sev-schwer,small,schwer,V4,3587,3535,224,233,0.9613733905579399,0.9613733905579399,90.0,0.0,1.0,3,3,,,,2352928566,3460739147
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V1,27,8,5,166,0.024096385542168676,0.018072289156626505,1.5939999999827705,0.125,1.0,3,3,,,,1445443418,1093523354
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V2,12,4,2,166,0.012048192771084338,0.006024096385542169,0.875,0.125,1.0,3,3,,,,1445443418,1093523354
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V3,78,75,52,166,0.12048192771084337,0.1144578313253012,13.39100000000326,0.0,1.0,3,3,,,,1445443418,1093523354
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-leicht,small,leicht,V4,4159,4029,161,166,0.8614457831325302,0.8554216867469879,90.0,0.0,1.0,3,3,,,,1445443418,1093523354
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V1,26,14,5,185,0.02702702702702703,0.021621621621621623,16.860000000015134,0.15700000000651926,1.0,3,3,,,,1445443418,1897111117
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V2,12,7,3,185,0.005405405405405406,0.0,0.8910000000032596,0.15599999998812564,1.0,3,3,,,,1445443418,1897111117
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V3,79,77,46,185,0.016216216216216217,0.010810810810810811,12.796999999991385,0.0,1.0,3,3,,,,1445443418,1897111117
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-mittel,small,mittel,V4,3924,3751,178,185,0.9621621621621622,0.9567567567567568,90.0,0.0,1.0,3,3,,,,1445443418,1897111117
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V1,27,17,9,157,0.044585987261146494,0.03184713375796178,6.703000000008615,0.15599999998812564,1.0,3,3,,,,1445443418,678654307
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V2,12,6,4,157,0.012738853503184714,0.0,0.8589999999967404,0.14100000000325963,1.0,3,3,,,,1445443418,678654307
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V3,80,79,39,157,0.012738853503184714,0.006369426751592357,11.547000000020489,0.0,1.0,3,3,,,,1445443418,678654307
praxisnah_v1,sc-small__av-tight__dp-weekday_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekday_high__sev-schwer,small,schwer,V4,4070,3937,157,157,0.9490445859872612,0.9426751592356688,90.0,0.0,1.0,3,3,,,,1445443418,678654307
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V1,27,9,5,125,0.032,0.016,3.8910000000032596,0.14100000000325963,1.0,3,3,,,,967114570,1700730675
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V2,12,4,4,125,0.016,0.0,0.8589999999967404,0.1409999999741558,1.0,3,3,,,,967114570,1700730675
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V3,78,75,55,125,0.152,0.144,12.796999999991385,0.0,1.0,3,3,,,,967114570,1700730675
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-leicht,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-leicht,small,leicht,V4,3520,3383,111,125,0.824,0.816,90.0,0.0,1.0,3,3,,,,967114570,1700730675
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V1,27,14,6,172,0.011627906976744186,0.005813953488372093,3.89000000001397,0.14000000001396984,1.0,3,3,,,,967114570,940893856
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V2,12,8,4,172,0.011627906976744186,0.005813953488372093,0.8910000000032596,0.15599999998812564,1.0,3,3,,,,967114570,940893856
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V3,82,77,46,172,0.05813953488372093,0.05232558139534884,12.34299999999348,0.015000000013969839,1.0,3,3,,,,967114570,940893856
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-mittel,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-mittel,small,mittel,V4,3838,3681,166,172,0.9302325581395349,0.9244186046511628,90.0,0.0,1.0,3,3,,,,967114570,940893856
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V1,27,19,10,150,0.02666666666666667,0.02,2.3429999999934807,0.14100000000325963,1.0,3,3,,,,967114570,3646491734
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V2,12,11,5,150,0.02,0.013333333333333334,0.9070000000065193,0.14100000000325963,1.0,3,3,,,,967114570,3646491734
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V3,84,82,36,150,0.02666666666666667,0.02666666666666667,11.125,0.0,1.0,3,3,,,,967114570,3646491734
praxisnah_v1,sc-small__av-tight__dp-weekend_high__sev-schwer,praxisnah_v1__sc-small__av-tight__dp-weekend_high__sev-schwer,small,schwer,V4,4154,4010,141,150,0.9333333333333333,0.9333333333333333,90.0,0.0,1.0,3,3,,,,967114570,3646491734
